Title,Author,Price,Release Date,Short Desc,Pages
Applied Deep Learning and Computer Vision for Self-Driving Cars,Sumit Ranjan,$31.99 ,Aug-20,Explore self-driving car technology using deep learning and artificial intelligence techniques and l...,332 pages
Learning AWK Programming,Shiwang Kalkhanda,$27.99 ,Mar-18,Text processing and pattern matching simplified,416 pages
Serverless Architectures with AWS,Mohit Gupta,$23.99 ,Dec-18,Don't waste your energy thinking about servers; use AWS to build enterprise-grade serverless applica...,226 pages
Intelligent IoT Projects in 7 Days,Agus Kurniawan,$31.99 ,Sep-17,Discover how to build your own Intelligent Internet of Things projects and bring a new degree of int...,206 pages
Machine Learning with scikit-learn Quick Start Guide,Kevin Jolly,$23.99 ,Oct-18,Deploy supervised and unsupervised machine learning algorithms using scikit-learn to perform classif...,172 pages
Learning Google BigQuery,Thirukkumaran Haridass,$27.99 ,Dec-17,Get a fundamental understanding of how Google BigQuery works by analyzing and querying large dataset...,264 pages
The Unsupervised Learning Workshop,Aaron Jones,$27.99 ,Jul-20,Learning how to apply unsupervised algorithms on unlabeled datasets from scratch can be easier than ...,550 pages
Go Programming Blueprints - Second Edition,Mat Ryer,$39.99 ,Oct-16,"Build real-world, production-ready solutions in Go using cutting-edge technology and techniques",394 pages
Burp Suite Cookbook,Sunny Wear,$31.99 ,Sep-18,Get hands-on experience in using Burp Suite to execute attacks and perform web assessments,358 pages
Learn Robotics Programming,Danny Staple,$34.99 ,Nov-18,Gain experience of building a next-generation collaboration robot,472 pages
Building Web Apps with Spring 5 and Angular 4,Ajitesh Shukla,$39.99 ,Aug-17,A complete guide to build robust and scalable web applications with Spring 5 and Angular 4.,370 pages
Getting Started with Kubernetes - Third Edition,Jonathan Baier,$35.99 ,Oct-18,Schedule and run application containers using Kubernetes,470 pages
OpenGL Game Development By Example,Robert Madsen,$47.99 ,Mar-16,Design and code your own 2D and 3D games efficiently using OpenGL and C++,340 pages
Mastering Internet of Things,Peter Waher,$35.99 ,Mar-18,Augment your IoT skills with the help of engaging and enlightening tutorials designed for Raspberry ...,410 pages
Practical Industrial Internet of Things Security,Sravani Bhattacharjee,$31.99 ,Jul-18,"Skillfully navigate through the complex realm of implementing scalable, trustworthy industrial syste...",324 pages
Hands-On Networking with Azure,Mohamed Waly,$31.99 ,Mar-18,A step-by-step guide to get you up and running with Azure Networking Services and help you build sol...,276 pages
Building Analytics Teams,John K. Thompson,$20.99 ,Jun-20,"Master the skills necessary to hire and manage a team of highly skilled individuals to design, build...",394 pages
Scala Reactive Programming,Rambabu Posa,$35.99 ,Feb-18,"Build fault-tolerant, robust, and distributed applications in Scala",499 pages
Microsoft Dynamics NAV 7 Programming Cookbook,Rakesh Raul,$32.99 ,Sep-13,"Learn to customize, integrate and administer NAV 7 using practical, hands-on recipes",312 pages
Deep Learning with TensorFlow - Second Edition,Giancarlo Zaccone,$31.99 ,Mar-18,"Delve into neural networks, implement deep learning algorithms, and explore layers of data abstracti...",484 pages
DevOps for Salesforce,Priyanka Dive,$27.99 ,Sep-18,Implement DevOps for Salesforce and explore its features,220 pages
Practical Time Series Analysis,Dr. Avishek Pal,$35.99 ,Sep-17,Step by Step guide filled with real world practical examples.,244 pages
Mastering C# and .NET Framework,Marino Posadas,$35.99 ,Dec-16,"Deep dive into C# and .NET architecture to build efficient, powerful applications",517 pages
Boost C++ Application Development Cookbook - Second Edition,Antony Polukhin,$39.99 ,Aug-17,Learn to build applications faster and better by leveraging the real power of Boost and C++,438 pages
Learning Object-Oriented Programming,Gaston C. Hillar,$39.99 ,Jul-15,"Explore and crack the OOP code in Python, JavaScript, and C#",280 pages
Python Automation Cookbook,Jaime Buelta,$24.99 ,Sep-18,Step-by-step instructions which take you through each program to automate monotonous tasks with Pyth...,398 pages
Gradle Essentials,Kunal Dabir,$23.99 ,Dec-15,Master the fundamentals of Gradle using real-world projects with this quick and easy-to-read guide,176 pages
The Complete Rust Programming Reference Guide,Rahul Sharma,$34.99 ,May-19,Design and implement professional-level programs by leveraging modern data structures and algorithms...,698 pages
Mastering Kali Linux for Advanced Penetration Testing - Third Edition,Vijay Kumar Velu,$34.99 ,Jan-19,"A practical guide to testing your infrastructure security with Kali Linux, the preferred choice of p...",548 pages
Mastering PHP Design Patterns,Junade Ali,$35.99 ,Sep-16,Develop robust and reusable code using a multitude of design patterns for PHP 7,270 pages
Natural Language Processing and Computational Linguistics,Bhargav Srinivasa-Desikan,$27.99 ,Jun-18,Work with Python and powerful open source tools such as Gensim and spaCy to perform modern text anal...,306 pages
Windows Server 2016 Administration Fundamentals,Bekim Dauti,$31.99 ,Dec-17,Manage and administer your environment with ease,390 pages
Mastering Salesforce CRM Administration,Rakesh Gupta,$43.99 ,Mar-17,Learn about the Advanced Administration Certification Examination and build a successful career in S...,412 pages
Implementing Order to Cash Process in SAP,Chandrakant Agarwal,$31.99 ,May-21,Implement critical business processes with mySAP Business Suite to integrate key functions that add ...,452 pages
Jenkins 2.x Continuous Integration Cookbook - Third Edition,Mitesh Soni,$34.99 ,Oct-17,Get a problem-solution approach enriched with code examples for practical and easy comprehension,438 pages
MySQL 8 Administrator's Guide,Chintan Mehta,$31.99 ,Feb-18,"Step by step guide to monitor, manage, and secure your database engine",510 pages
Mastering Metasploit - Fourth Edition,Nipun Jaswal,$31.99 ,Jun-20,Discover the next level of network defense and penetration testing with the Metasploit 5.0 framework,502 pages
Learn WebAssembly,Mike Rourke,$35.99 ,Sep-18,"In the first definitive guide on WebAssembly, you’ll learn how you can wield this new technology to ...",328 pages
Ansible Quick Start Guide,Mohamed Alibi,$23.99 ,Sep-18,Configure Ansible and start coding YAML playbooks using the appropriate modules,214 pages
Learning pandas - Second Edition,Michael Heydt,$39.99 ,Jun-17,"Get to grips with pandas—a versatile and high-performance Python library for data manipulation, anal...",446 pages
Jumpstart Logic Pro 10.6,Jay Asher,$38.99 ,Oct-20,A practical guide that takes you from understanding the fundamentals of Logic Pro to discovering pro...,304 pages
Learning Tableau 2019 - Third Edition,Joshua N. Milligan,$27.99 ,Mar-19,Create powerful data visualizations and unlock intelligent business insights with Tableau,504 pages
OpenStack for Architects - Second Edition,Ben Silverman,$31.99 ,May-18,Implement successful private clouds with OpenStack,256 pages
Splunk 7 Essentials - Third Edition,J-P Contreras,$31.99 ,Mar-18,Transform machine data into powerful analytical intelligence using Splunk,220 pages
Mastering Elixir,André Albuquerque,$35.99 ,Jul-18,Leverage the power of Elixir programming language to solve practical problems associated with scalab...,574 pages
C++ Fundamentals,Antonio Mallia,$20.99 ,Mar-19,This book perfectly balances theory and exercises. Each module is designed to build on the learnings...,350 pages
Drupal 8 Theming with Twig,Chaz Chumley,$35.99 ,Mar-16,Master Drupal 8’s new Twig templating engine to create fun and fast websites with simple steps to he...,376 pages
Extending SaltStack,Joseph Hall,$35.99 ,Mar-16,Extend the power of your infrastructure and applications with Salt modules,240 pages
Mastering Social Media Mining with Python,Marco Bonzanini,$35.99 ,Jul-16,Acquire and analyze data from all corners of the social web with Python,338 pages
PostgreSQL 10 High Performance - Third Edition,Enrico Pirozzi,$31.99 ,Apr-18,"Leverage the power of PostgreSQL 10 to design, administer and maintain a high-performance database s...",508 pages
Proxmox Cookbook,Wasim Ahmed,$39.99 ,Aug-15,Over 60 hands-on recipes to perform server virtualization and manage virtualized server solutions wi...,318 pages
The Deep Learning with PyTorch Workshop,Hyatt Saleh,$24.99 ,Jul-20,Get a head start in the world of AI and deep learning by developing your skills with PyTorch,330 pages
Serverless Programming Cookbook,Heartin Kanikathottu,$31.99 ,Jan-19,"Build, secure, and deploy real-world serverless applications in AWS and peek into the serverless clo...",490 pages
Hands-On DevOps with Vagrant,Alex Braunton,$27.99 ,Oct-18,Use Vagrant to easily build complete development environments,232 pages
Practical Web Penetration Testing,Gus Khawaja,$31.99 ,Jun-18,Learn how to execute web application penetration testing end-to-end,294 pages
Learn Clip Studio Paint - Second Edition,Liz Staley,$27.99 ,Dec-18,Take your comics and illustrations to the next level with the powerful art tools in Clip Studio Pain...,448 pages
Spring Security - Third Edition,Mick Knutson,$39.99 ,Nov-17,Learn how to secure your Java applications from hackers using Spring Security 4.2,542 pages
Hands-On Reinforcement Learning with R,Giuseppe Ciaburro,$31.99 ,Dec-19,Implement key reinforcement learning algorithms and techniques using different R packages such as th...,362 pages
Hands-On High Performance with Spring 5,Chintan Mehta,$39.99 ,Jun-18,"A hands-on guide to creating, monitoring, and tuning a high performance Spring web application",408 pages
C# and .NET Core Test Driven Development,Ayobami Adewole,$31.99 ,May-18,Learn how to apply a test-driven development process by building ready C# 7 and .NET Core applicatio...,300 pages
Cassandra High Performance Cookbook,Edward Capriolo,$26.99 ,Jul-11,You can mine deep into the full capabilities of Apache Cassandra using the 150+ recipes in this indi...,324 pages
Apache Spark 2.x Machine Learning Cookbook,Siamak Amirghodsi,$39.99 ,Sep-17,Simplify machine learning model implementations with Spark,666 pages
Apache Spark 2: Data Processing and Real-Time Analytics,Romeo Kienzler,$39.99 ,Dec-18,"Build efficient data flow and machine learning programs with this flexible, multi-functional open-so...",616 pages
QGIS Python Programming Cookbook,Joel Lawhead,$39.99 ,Mar-15,Over 140 recipes to help you turn QGIS from a desktop GIS tool into a powerful automated geospatial ...,340 pages
Mastering Text Mining with R,Ashish Kumar,$31.99 ,Dec-16,Master text-taming techniques and build effective text-processing applications with R,258 pages
Learning ASP.NET Core MVC Programming,Mugilan T. S. Ragupathi,$35.99 ,Nov-16,Learn the fundamentals of ASP.NET MVC and build real-world web applications using ASP.NET Core MVC,326 pages
Hands-On Artificial Intelligence for Banking,Jeffrey Ng,$24.99 ,Jul-20,Real world financial applications with AI and production-grade data feed/technology,240 pages
Jira Quick Start Guide,Ravi Sagar,$20.99 ,Jan-19,Leverage Jira's powerful task management and workflow features to better manage your business proces...,162 pages
IoT Projects with Bluetooth Low Energy,Madhur Bhargava,$27.99 ,Aug-17,Use the power of BLE to create exciting IoT applications,278 pages
Raspberry Pi for Secret Agents - Third Edition,Matthew Poole,$27.99 ,Jul-16,Turn your Raspberry Pi into a secret agent toolbox with this set of exciting projects,316 pages
Building Mapping Applications with QGIS,Erik Westra,$26.99 ,Dec-14,Create your own sophisticated applications to analyze and display geospatial information using QGIS ...,264 pages
Mastering Python Scripting for System Administrators,Ganesh Sanjiv Naik,$31.99 ,Jan-19,Leverage the features and libraries of Python to administrate your environment efficiently.,318 pages
Modular Programming with Python,Erik Westra,$31.99 ,May-16,Introducing modular techniques for building sophisticated programs using Python,246 pages
Go Web Development Cookbook,Arpit Aggarwal,$31.99 ,Apr-18,"86 recipes on how to build fast, scalable, and powerful web services and applications with Go",338 pages
